"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-20.local",,,,"User:","pg27752"
"Cmdline:","dstat -cdmrn --integer --output OMP_dstat.txt",,,,"Date:","24 Mar 2015 15:21:27 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"io/total",,"net/total",
95.496,0.125,4.348,0.0,0.0,0.031,0.0,0.0,1600741376.0,139960320.0,73420800.0,65844412416.0,0.0,0.0,0.0,0.0
96.720,0.156,3.124,0.0,0.0,0.0,0.0,0.0,1600552960.0,139960320.0,73420800.0,65844600832.0,0.0,0.0,4626.0,8410.0
97.155,0.063,2.782,0.0,0.0,0.0,0.0,0.0,1600548864.0,139960320.0,73424896.0,65844600832.0,0.0,0.0,0.0,0.0
97.186,0.031,2.783,0.0,0.0,0.0,0.0,0.0,1600528384.0,139960320.0,73428992.0,65844617216.0,0.0,0.0,399.0,204.0
97.030,0.125,2.845,0.0,0.0,0.0,0.0,0.0,1600413696.0,139960320.0,73433088.0,65844727808.0,0.0,0.0,0.0,0.0
97.218,0.063,2.720,0.0,0.0,0.0,0.0,0.0,1600405504.0,139960320.0,73433088.0,65844736000.0,0.0,0.0,66.0,6494.0
97.217,0.063,2.720,0.0,0.0,0.0,0.0,0.0,1600409600.0,139960320.0,73437184.0,65844727808.0,0.0,0.0,0.0,0.0
97.124,0.125,2.751,0.0,0.0,0.0,0.0,0.0,1600278528.0,139960320.0,73441280.0,65844854784.0,0.0,0.0,1380.0,5112.0
97.030,0.094,2.876,0.0,0.0,0.0,0.0,0.0,1600274432.0,139960320.0,73445376.0,65844854784.0,0.0,0.0,0.0,0.0
97.030,0.094,2.876,0.0,0.0,0.0,0.0,0.0,1600274432.0,139960320.0,73445376.0,65844854784.0,0.0,0.0,743.0,572.0
96.530,0.156,3.314,0.0,0.0,0.0,0.0,12288.0,1600241664.0,139960320.0,73449472.0,65844883456.0,0.0,3.0,0.0,0.0
97.096,0.094,2.811,0.0,0.0,0.0,0.0,0.0,1593946112.0,139960320.0,73453568.0,65851174912.0,0.0,0.0,864.0,4732.0
97.125,0.062,2.812,0.0,0.0,0.0,0.0,0.0,1593937920.0,139960320.0,73457664.0,65851179008.0,0.0,0.0,0.0,0.0
96.777,0.156,3.066,0.0,0.0,0.0,0.0,0.0,1593933824.0,139960320.0,73461760.0,65851179008.0,0.0,0.0,1650.0,9614.0
97.063,0.094,2.812,0.0,0.0,0.031,0.0,0.0,1593929728.0,139960320.0,73465856.0,65851179008.0,0.0,0.0,0.0,0.0
97.092,0.063,2.846,0.0,0.0,0.0,0.0,0.0,1593925632.0,139960320.0,73469952.0,65851179008.0,0.0,0.0,1388.0,1022.0
95.906,0.125,3.969,0.0,0.0,0.0,0.0,0.0,1594060800.0,139960320.0,73469952.0,65851043840.0,0.0,0.0,0.0,0.0
96.906,0.062,3.031,0.0,0.0,0.0,0.0,0.0,1594056704.0,139960320.0,73474048.0,65851043840.0,0.0,0.0,707.0,3427.0
96.842,0.063,3.096,0.0,0.0,0.0,0.0,0.0,1594052608.0,139960320.0,73478144.0,65851043840.0,0.0,0.0,0.0,0.0
95.935,0.156,3.909,0.0,0.0,0.0,0.0,0.0,1594044416.0,139960320.0,73486336.0,65851043840.0,0.0,0.0,3211.0,5494.0
96.998,0.031,2.971,0.0,0.0,0.0,0.0,0.0,1594044416.0,139960320.0,73486336.0,65851043840.0,0.0,0.0,0.0,0.0
96.938,0.062,3.0,0.0,0.0,0.0,0.0,0.0,1594040320.0,139960320.0,73490432.0,65851043840.0,0.0,0.0,375.0,494.0
96.498,0.156,3.346,0.0,0.0,0.0,0.0,0.0,1594163200.0,139960320.0,73494528.0,65850916864.0,0.0,0.0,0.0,0.0
96.967,0.063,2.971,0.0,0.0,0.0,0.0,0.0,1594134528.0,139960320.0,73498624.0,65850941440.0,0.0,0.0,1385.0,107010.0
96.968,0.063,2.970,0.0,0.0,0.0,0.0,0.0,1594269696.0,139960320.0,73498624.0,65850806272.0,0.0,0.0,0.0,0.0
96.311,0.125,3.564,0.0,0.0,0.0,0.0,0.0,1594142720.0,139960320.0,73502720.0,65850929152.0,0.0,0.0,756.0,4694.0
96.970,0.062,2.968,0.0,0.0,0.0,0.0,0.0,1594269696.0,139960320.0,73510912.0,65850793984.0,0.0,0.0,0.0,0.0
96.968,0.063,2.938,0.0,0.0,0.031,0.0,0.0,1594261504.0,139960320.0,73519104.0,65850793984.0,0.0,0.0,5964.0,1641.0
96.185,0.094,3.721,0.0,0.0,0.0,0.0,0.0,1594515456.0,139960320.0,73519104.0,65850540032.0,0.0,0.0,0.0,0.0
96.999,0.063,2.938,0.0,0.0,0.0,0.0,12288.0,1594519552.0,139964416.0,73519104.0,65850531840.0,0.0,3.0,66.0,4168.0
97.062,0.062,2.875,0.0,0.0,0.0,278528.0,0.0,1594613760.0,140021760.0,73756672.0,65850142720.0,15.0,0.0,0.0,0.0
96.246,0.094,3.660,0.0,0.0,0.0,0.0,0.0,1594605568.0,140021760.0,73760768.0,65850146816.0,0.0,0.0,3923.0,8684.0
95.811,0.063,4.126,0.0,0.0,0.0,0.0,0.0,1594605568.0,140021760.0,73760768.0,65850146816.0,0.0,0.0,0.0,0.0
94.972,0.062,4.966,0.0,0.0,0.0,0.0,0.0,1594486784.0,140021760.0,73764864.0,65850261504.0,0.0,0.0,949.0,706.0
92.985,0.125,6.890,0.0,0.0,0.0,0.0,0.0,1594359808.0,140021760.0,73768960.0,65850384384.0,0.0,0.0,0.0,0.0
95.406,0.094,4.469,0.031,0.0,0.0,0.0,12288.0,1594355712.0,140025856.0,73768960.0,65850384384.0,0.0,3.0,199.0,4235.0
96.752,0.062,3.186,0.0,0.0,0.0,0.0,0.0,1594359808.0,140025856.0,73773056.0,65850376192.0,0.0,0.0,0.0,0.0
96.626,0.125,3.249,0.0,0.0,0.0,0.0,0.0,1594355712.0,140025856.0,73777152.0,65850376192.0,0.0,0.0,126.0,4168.0
96.749,0.094,3.157,0.0,0.0,0.0,0.0,0.0,1594351616.0,140025856.0,73781248.0,65850376192.0,0.0,0.0,0.0,0.0
96.717,0.094,3.189,0.0,0.0,0.0,0.0,0.0,1594478592.0,140025856.0,73781248.0,65850249216.0,0.0,0.0,683.0,575.0
96.155,0.125,3.720,0.0,0.0,0.0,0.0,0.0,1594466304.0,140025856.0,73785344.0,65850257408.0,0.0,0.0,0.0,0.0
96.686,0.094,3.220,0.0,0.0,0.0,0.0,0.0,1594462208.0,140025856.0,73789440.0,65850257408.0,0.0,0.0,1021.0,5020.0
96.780,0.063,3.157,0.0,0.0,0.0,0.0,0.0,1594458112.0,140025856.0,73793536.0,65850257408.0,0.0,0.0,0.0,0.0
96.216,0.094,3.690,0.0,0.0,0.0,0.0,0.0,1594306560.0,140025856.0,73793536.0,65850408960.0,0.0,0.0,1497.0,9047.0
96.719,0.094,3.188,0.0,0.0,0.0,0.0,0.0,1594310656.0,140025856.0,73797632.0,65850400768.0,0.0,0.0,0.0,0.0
96.594,0.156,3.250,0.0,0.0,0.0,0.0,0.0,1594306560.0,140025856.0,73801728.0,65850400768.0,0.0,0.0,514.0,4442.0
96.250,0.125,3.625,0.0,0.0,0.0,0.0,0.0,1594437632.0,140025856.0,73805824.0,65850265600.0,0.0,0.0,0.0,0.0
96.748,0.063,3.189,0.0,0.0,0.0,0.0,0.0,1594437632.0,140025856.0,73805824.0,65850265600.0,0.0,0.0,5595.0,9264.0
96.312,0.094,3.562,0.0,0.0,0.031,0.0,0.0,1594429440.0,140025856.0,73814016.0,65850265600.0,0.0,0.0,0.0,0.0
96.0,0.125,3.875,0.0,0.0,0.0,0.0,0.0,1594425344.0,140025856.0,73818112.0,65850265600.0,0.0,0.0,10469.0,6219.0
96.623,0.031,3.346,0.0,0.0,0.0,0.0,0.0,1594548224.0,140025856.0,73822208.0,65850138624.0,0.0,0.0,0.0,0.0
72.753,1.477,25.770,0.0,0.0,0.0,0.0,0.0,938995712.0,140025856.0,73830400.0,66505682944.0,0.0,0.0,8556.0,13690.0
43.927,2.895,53.178,0.0,0.0,0.0,0.0,0.0,938991616.0,140025856.0,73834496.0,66505682944.0,0.0,0.0,0.0,0.0
44.042,3.342,52.617,0.0,0.0,0.0,0.0,0.0,939114496.0,140025856.0,73838592.0,66505555968.0,0.0,0.0,4148.0,65940.0
43.404,3.164,53.401,0.0,0.0,0.032,0.0,0.0,938913792.0,140025856.0,73842688.0,66505752576.0,0.0,0.0,0.0,0.0
45.820,3.040,51.140,0.0,0.0,0.0,0.0,0.0,938913792.0,140025856.0,73842688.0,66505752576.0,0.0,0.0,3525.0,56138.0
46.599,2.924,50.477,0.0,0.0,0.0,0.0,0.0,939163648.0,140025856.0,73846784.0,66505498624.0,0.0,0.0,0.0,0.0
47.066,2.823,50.079,0.0,0.0,0.032,0.0,0.0,939159552.0,140025856.0,73850880.0,66505498624.0,0.0,0.0,4983.0,118677.0
47.805,3.221,48.974,0.0,0.0,0.0,0.0,0.0,1078706176.0,140025856.0,73854976.0,66365947904.0,0.0,0.0,0.0,0.0
68.768,0.627,30.605,0.0,0.0,0.0,0.0,0.0,1079541760.0,140025856.0,73859072.0,66365108224.0,0.0,0.0,3587.0,10893.0
67.053,0.720,32.227,0.0,0.0,0.0,0.0,4096.0,1079156736.0,140025856.0,73863168.0,66365489152.0,0.0,1.0,0.0,0.0
67.494,0.660,31.847,0.0,0.0,0.0,0.0,0.0,1070764032.0,140025856.0,73867264.0,66373877760.0,0.0,0.0,368.0,5252.0
67.255,1.135,31.610,0.0,0.0,0.0,0.0,0.0,1070383104.0,140025856.0,73867264.0,66374258688.0,0.0,0.0,0.0,0.0
66.917,0.876,32.208,0.0,0.0,0.0,0.0,0.0,1070243840.0,140025856.0,73871360.0,66374393856.0,0.0,0.0,2918.0,65792.0
65.774,0.630,33.596,0.0,0.0,0.0,0.0,0.0,1070239744.0,140025856.0,73875456.0,66374393856.0,0.0,0.0,0.0,0.0
68.292,0.692,31.016,0.0,0.0,0.0,0.0,0.0,1059385344.0,140025856.0,73879552.0,66385244160.0,0.0,0.0,803.0,4384.0
67.844,0.662,31.494,0.0,0.0,0.0,0.0,0.0,1059258368.0,140025856.0,73879552.0,66385371136.0,0.0,0.0,0.0,0.0
67.421,0.723,31.855,0.0,0.0,0.0,0.0,0.0,1059127296.0,140025856.0,73883648.0,66385498112.0,0.0,0.0,368.0,5012.0
66.144,0.659,33.197,0.0,0.0,0.0,0.0,0.0,1058951168.0,140025856.0,73887744.0,66385670144.0,0.0,0.0,0.0,0.0
67.490,0.688,31.822,0.0,0.0,0.0,0.0,0.0,1058820096.0,140025856.0,73891840.0,66385797120.0,0.0,0.0,314.0,5431.0
67.597,0.565,31.838,0.0,0.0,0.0,0.0,4096.0,1058693120.0,140025856.0,73891840.0,66385924096.0,0.0,1.0,0.0,0.0
65.973,0.536,33.459,0.0,0.0,0.032,0.0,0.0,1058807808.0,140025856.0,73895936.0,66385805312.0,0.0,0.0,4645.0,5120.0
65.755,0.629,33.616,0.0,0.0,0.0,0.0,0.0,1058422784.0,140025856.0,73900032.0,66386186240.0,0.0,0.0,0.0,0.0
67.033,0.659,32.309,0.0,0.0,0.0,0.0,0.0,1058414592.0,140025856.0,73904128.0,66386190336.0,0.0,0.0,66.0,4810.0
66.479,0.752,32.769,0.0,0.0,0.0,0.0,0.0,1058295808.0,140025856.0,73904128.0,66386309120.0,0.0,0.0,0.0,0.0
67.704,0.660,31.258,0.377,0.0,0.0,0.0,16384.0,1051619328.0,140034048.0,73900032.0,66392981504.0,0.0,4.0,66.0,4744.0
66.530,0.660,32.810,0.0,0.0,0.0,0.0,0.0,1051615232.0,140034048.0,73912320.0,66392973312.0,0.0,0.0,0.0,0.0
67.461,0.627,31.912,0.0,0.0,0.0,0.0,0.0,1051369472.0,140034048.0,73916416.0,66393214976.0,0.0,0.0,272.0,7528.0
66.835,0.631,32.535,0.0,0.0,0.0,0.0,0.0,1051344896.0,140034048.0,73916416.0,66393239552.0,0.0,0.0,0.0,0.0
67.954,0.596,31.450,0.0,0.0,0.0,0.0,0.0,1051348992.0,140034048.0,73920512.0,66393231360.0,0.0,0.0,931.0,5568.0
67.528,0.536,31.936,0.0,0.0,0.0,0.0,0.0,1051279360.0,140034048.0,73924608.0,66393296896.0,0.0,0.0,0.0,0.0
64.566,2.979,32.455,0.0,0.0,0.0,0.0,0.0,1604825088.0,140034048.0,73932800.0,65839742976.0,0.0,0.0,3424.0,10346.0
73.459,0.219,26.322,0.0,0.0,0.0,0.0,0.0,1604923392.0,140034048.0,73932800.0,65839644672.0,0.0,0.0,0.0,0.0
75.430,0.407,24.131,0.0,0.0,0.031,0.0,0.0,1604243456.0,140034048.0,73936896.0,65840320512.0,0.0,0.0,13581.0,24471.0
74.327,0.344,25.329,0.0,0.0,0.0,0.0,0.0,1604763648.0,140034048.0,73916416.0,65839820800.0,0.0,0.0,0.0,0.0
74.468,0.219,25.313,0.0,0.0,0.0,0.0,0.0,1604677632.0,140034048.0,73916416.0,65839906816.0,0.0,0.0,1033.0,5737.0
72.935,0.313,26.752,0.0,0.0,0.0,0.0,0.0,1598681088.0,140034048.0,73916416.0,65845903360.0,0.0,0.0,0.0,0.0
72.764,0.188,27.048,0.0,0.0,0.0,0.0,0.0,1598570496.0,140034048.0,73920512.0,65846009856.0,0.0,0.0,22220.0,124021.0
74.340,0.251,25.408,0.0,0.0,0.0,0.0,0.0,1598562304.0,140034048.0,73928704.0,65846009856.0,0.0,0.0,0.0,0.0
72.761,0.219,26.863,0.157,0.0,0.0,0.0,69632.0,1597890560.0,140038144.0,73928704.0,65846677504.0,0.0,17.0,60.0,0.0
73.725,0.250,26.024,0.0,0.0,0.0,0.0,0.0,1597886464.0,140038144.0,73932800.0,65846677504.0,0.0,0.0,0.0,0.0
74.414,0.219,25.368,0.0,0.0,0.0,0.0,0.0,1597603840.0,140038144.0,73936896.0,65846956032.0,0.0,0.0,4742.0,4592.0
74.177,0.219,25.572,0.0,0.0,0.031,0.0,0.0,1596964864.0,140038144.0,73940992.0,65847590912.0,0.0,0.0,0.0,0.0
72.824,0.282,26.894,0.0,0.0,0.0,0.0,0.0,1596956672.0,140038144.0,73940992.0,65847599104.0,0.0,0.0,60.0,0.0
73.533,0.281,26.186,0.0,0.0,0.0,0.0,0.0,1596952576.0,140038144.0,73945088.0,65847599104.0,0.0,0.0,0.0,0.0
73.880,0.282,25.838,0.0,0.0,0.0,0.0,0.0,1596215296.0,140038144.0,73949184.0,65848332288.0,0.0,0.0,60.0,0.0
72.469,0.250,27.281,0.0,0.0,0.0,0.0,0.0,1596211200.0,140038144.0,73953280.0,65848332288.0,0.0,0.0,0.0,0.0
73.542,0.282,26.176,0.0,0.0,0.0,0.0,0.0,1596338176.0,140038144.0,73953280.0,65848205312.0,0.0,0.0,1502.0,1092.0
73.890,0.250,25.860,0.0,0.0,0.0,0.0,0.0,1595887616.0,140038144.0,73957376.0,65848651776.0,0.0,0.0,0.0,0.0
74.522,0.282,25.196,0.0,0.0,0.0,0.0,0.0,1595883520.0,140038144.0,73961472.0,65848651776.0,0.0,0.0,743.0,572.0
72.853,0.219,26.928,0.0,0.0,0.0,0.0,0.0,1595879424.0,140038144.0,73965568.0,65848651776.0,0.0,0.0,0.0,0.0
73.502,0.250,26.248,0.0,0.0,0.0,0.0,0.0,1595527168.0,140038144.0,73965568.0,65849004032.0,0.0,0.0,60.0,0.0
73.277,0.282,26.441,0.0,0.0,0.0,0.0,0.0,1595518976.0,140038144.0,73969664.0,65849008128.0,0.0,0.0,0.0,0.0
73.874,0.188,25.939,0.0,0.0,0.0,0.0,0.0,1595355136.0,140038144.0,73973760.0,65849167872.0,0.0,0.0,60.0,0.0
72.591,0.219,27.190,0.0,0.0,0.0,0.0,0.0,1595326464.0,140038144.0,73977856.0,65849192448.0,0.0,0.0,0.0,0.0
74.295,0.282,25.423,0.0,0.0,0.0,0.0,0.0,1595326464.0,140038144.0,73977856.0,65849192448.0,0.0,0.0,217.0,225.0
73.823,0.251,25.926,0.0,0.0,0.0,0.0,0.0,1595330560.0,140038144.0,73981952.0,65849184256.0,0.0,0.0,0.0,0.0
74.030,0.188,25.782,0.0,0.0,0.0,0.0,0.0,1595207680.0,140038144.0,73986048.0,65849303040.0,0.0,0.0,332.0,6688.0
75.204,0.219,24.577,0.0,0.0,0.0,0.0,0.0,1595207680.0,140038144.0,73986048.0,65849303040.0,0.0,0.0,0.0,0.0
73.323,0.313,26.364,0.0,0.0,0.0,0.0,0.0,1595076608.0,140038144.0,73990144.0,65849430016.0,0.0,0.0,925.0,866.0
72.394,0.250,27.324,0.0,0.0,0.031,0.0,49152.0,1595072512.0,140038144.0,73994240.0,65849430016.0,0.0,12.0,0.0,0.0
73.795,0.282,25.924,0.0,0.0,0.0,0.0,0.0,1595060224.0,140038144.0,73998336.0,65849438208.0,0.0,0.0,0.0,0.0
73.505,0.282,26.214,0.0,0.0,0.0,0.0,0.0,1595060224.0,140038144.0,73998336.0,65849438208.0,0.0,0.0,0.0,0.0
74.711,0.250,25.039,0.0,0.0,0.0,0.0,0.0,1595056128.0,140038144.0,74002432.0,65849438208.0,0.0,0.0,68.0,663.0
75.141,0.313,24.546,0.0,0.0,0.0,0.0,0.0,1595052032.0,140038144.0,74006528.0,65849438208.0,0.0,0.0,0.0,0.0
74.389,0.282,25.329,0.0,0.0,0.0,0.0,0.0,1595047936.0,140038144.0,74010624.0,65849438208.0,0.0,0.0,0.0,0.0
72.935,0.282,26.783,0.0,0.0,0.0,0.0,0.0,1595047936.0,140038144.0,74010624.0,65849438208.0,0.0,0.0,0.0,0.0
74.015,0.250,25.735,0.0,0.0,0.0,0.0,0.0,1595052032.0,140038144.0,74014720.0,65849430016.0,0.0,0.0,602.0,98196.0
73.425,0.157,26.418,0.0,0.0,0.0,0.0,0.0,1595047936.0,140038144.0,74018816.0,65849430016.0,0.0,0.0,0.0,0.0
73.714,0.251,26.035,0.0,0.0,0.0,0.0,0.0,1595052032.0,140038144.0,74022912.0,65849421824.0,0.0,0.0,114.0,244.0
73.742,0.250,26.008,0.0,0.0,0.0,0.0,8192.0,1595179008.0,140038144.0,74022912.0,65849294848.0,0.0,2.0,0.0,0.0
72.966,0.219,26.815,0.0,0.0,0.0,0.0,0.0,1595174912.0,140038144.0,74027008.0,65849294848.0,0.0,0.0,332.0,342.0
72.290,0.250,27.460,0.0,0.0,0.0,0.0,0.0,1595170816.0,140038144.0,74031104.0,65849294848.0,0.0,0.0,0.0,0.0
74.703,0.250,25.047,0.0,0.0,0.0,0.0,0.0,1595133952.0,140038144.0,74035200.0,65849327616.0,0.0,0.0,0.0,0.0
74.883,0.250,24.867,0.0,0.0,0.0,0.0,0.0,1595142144.0,140038144.0,74035200.0,65849319424.0,0.0,0.0,0.0,0.0
72.984,0.282,26.451,0.282,0.0,0.0,0.0,4096.0,1595142144.0,140042240.0,74039296.0,65849311232.0,0.0,1.0,0.0,12524.0
74.437,0.219,25.344,0.0,0.0,0.0,0.0,0.0,1595142144.0,140042240.0,74047488.0,65849303040.0,0.0,0.0,0.0,0.0
73.285,0.219,26.495,0.0,0.0,0.0,0.0,0.0,1595138048.0,140042240.0,74051584.0,65849303040.0,0.0,0.0,182.0,252.0
72.628,0.282,27.091,0.0,0.0,0.0,0.0,0.0,1595129856.0,140042240.0,74051584.0,65849311232.0,0.0,0.0,0.0,0.0
73.958,0.282,25.760,0.0,0.0,0.0,0.0,0.0,1595125760.0,140042240.0,74055680.0,65849311232.0,0.0,0.0,683.0,575.0
73.310,0.219,26.471,0.0,0.0,0.0,0.0,0.0,1595121664.0,140042240.0,74059776.0,65849311232.0,0.0,0.0,0.0,0.0
71.745,0.250,27.974,0.0,0.0,0.031,0.0,0.0,1595109376.0,140042240.0,74059776.0,65849323520.0,0.0,0.0,0.0,0.0
73.265,0.250,26.485,0.0,0.0,0.0,0.0,0.0,1595105280.0,140042240.0,74063872.0,65849323520.0,0.0,0.0,0.0,0.0
72.872,0.250,26.877,0.0,0.0,0.0,0.0,0.0,1595101184.0,140042240.0,74067968.0,65849323520.0,0.0,0.0,60.0,0.0
75.642,0.219,24.139,0.0,0.0,0.0,0.0,0.0,1595097088.0,140042240.0,74072064.0,65849323520.0,0.0,0.0,0.0,0.0
73.957,0.220,25.824,0.0,0.0,0.0,0.0,0.0,1595097088.0,140042240.0,74072064.0,65849323520.0,0.0,0.0,60.0,0.0
73.943,0.345,25.712,0.0,0.0,0.0,0.0,0.0,1595101184.0,140042240.0,74076160.0,65849315328.0,0.0,0.0,0.0,0.0
74.726,0.219,25.055,0.0,0.0,0.0,0.0,0.0,1595105280.0,140042240.0,74080256.0,65849307136.0,0.0,0.0,5176.0,10572.0
70.828,0.188,28.984,0.0,0.0,0.0,0.0,0.0,1595101184.0,140042240.0,74084352.0,65849307136.0,0.0,0.0,0.0,0.0
73.999,0.219,25.782,0.0,0.0,0.0,0.0,0.0,1595101184.0,140042240.0,74084352.0,65849307136.0,0.0,0.0,182.0,252.0
73.684,0.251,26.065,0.0,0.0,0.0,0.0,0.0,1595105280.0,140042240.0,74088448.0,65849298944.0,0.0,0.0,0.0,0.0
72.878,0.219,26.903,0.0,0.0,0.0,0.0,0.0,1595101184.0,140042240.0,74092544.0,65849298944.0,0.0,0.0,1260.0,798.0
73.356,0.250,26.393,0.0,0.0,0.0,0.0,0.0,1595097088.0,140042240.0,74096640.0,65849298944.0,0.0,0.0,0.0,0.0
73.793,0.313,25.893,0.0,0.0,0.0,0.0,0.0,1595088896.0,140042240.0,74096640.0,65849307136.0,0.0,0.0,0.0,0.0
74.757,0.251,24.992,0.0,0.0,0.0,0.0,0.0,1595084800.0,140042240.0,74100736.0,65849307136.0,0.0,0.0,0.0,0.0
72.146,0.281,27.573,0.0,0.0,0.0,0.0,0.0,1595080704.0,140042240.0,74104832.0,65849307136.0,0.0,0.0,743.0,572.0
73.917,0.188,25.895,0.0,0.0,0.0,0.0,0.0,1595084800.0,140042240.0,74108928.0,65849298944.0,0.0,0.0,0.0,0.0
72.454,0.188,27.358,0.0,0.0,0.0,0.0,0.0,1594953728.0,140042240.0,74108928.0,65849430016.0,0.0,0.0,1188.0,99614.0
73.997,0.219,25.783,0.0,0.0,0.0,0.0,0.0,1594949632.0,140042240.0,74113024.0,65849430016.0,0.0,0.0,0.0,0.0
73.910,0.251,25.588,0.251,0.0,0.0,0.0,12288.0,1594941440.0,140050432.0,74113024.0,65849430016.0,0.0,3.0,217.0,225.0
74.078,0.219,25.704,0.0,0.0,0.0,0.0,0.0,1594933248.0,140050432.0,74121216.0,65849430016.0,0.0,0.0,0.0,0.0
74.086,0.250,25.664,0.0,0.0,0.0,0.0,0.0,1594798080.0,140050432.0,74121216.0,65849565184.0,0.0,0.0,242.0,252.0
73.950,0.251,25.799,0.0,0.0,0.0,0.0,0.0,1594802176.0,140050432.0,74125312.0,65849556992.0,0.0,0.0,0.0,0.0
73.310,0.250,26.439,0.0,0.0,0.0,0.0,0.0,1594798080.0,140050432.0,74129408.0,65849556992.0,0.0,0.0,0.0,0.0
71.935,0.218,27.847,0.0,0.0,0.0,0.0,0.0,1594798080.0,140050432.0,74129408.0,65849556992.0,0.0,0.0,0.0,0.0
73.415,0.252,26.332,0.0,0.0,0.0,0.0,0.0,1594793984.0,140050432.0,74133504.0,65849556992.0,0.0,0.0,743.0,614.0
74.804,0.219,24.977,0.0,0.0,0.0,0.0,0.0,1594789888.0,140050432.0,74137600.0,65849556992.0,0.0,0.0,0.0,0.0
74.240,0.282,25.478,0.0,0.0,0.0,0.0,0.0,1594785792.0,140050432.0,74141696.0,65849556992.0,0.0,0.0,182.0,252.0
73.396,0.282,26.322,0.0,0.0,0.0,0.0,0.0,1594785792.0,140050432.0,74141696.0,65849556992.0,0.0,0.0,0.0,0.0
73.206,0.219,26.575,0.0,0.0,0.0,0.0,0.0,1594781696.0,140050432.0,74145792.0,65849556992.0,0.0,0.0,68.0,663.0
