"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-641-18.local",,,,"User:","pg27752"
"Cmdline:","dstat -cdmrn --integer --output OMP_dstat.txt",,,,"Date:","27 Mar 2015 18:45:40 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"io/total",,"net/total",
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905506816.0,216834048.0,215527424.0,66320666624.0,0.0,0.0,182.0,252.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905494528.0,216834048.0,215531520.0,66320674816.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905494528.0,216834048.0,215531520.0,66320674816.0,0.0,0.0,68.0,542.0
0.063,0.156,99.781,0.0,0.0,0.0,0.0,0.0,905490432.0,216834048.0,215535616.0,66320674816.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905478144.0,216834048.0,215539712.0,66320683008.0,0.0,0.0,60.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905478144.0,216834048.0,215539712.0,66320683008.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905474048.0,216834048.0,215543808.0,66320683008.0,0.0,0.0,60.0,0.0
0.031,0.125,99.844,0.0,0.0,0.0,0.0,0.0,905461760.0,216834048.0,215547904.0,66320691200.0,0.0,0.0,0.0,0.0
0.031,0.125,99.844,0.0,0.0,0.0,0.0,0.0,905465856.0,216834048.0,215552000.0,66320683008.0,0.0,0.0,180.0,42.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905605120.0,216834048.0,215556096.0,66320539648.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905605120.0,216834048.0,215556096.0,66320539648.0,0.0,0.0,955.0,7176.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905601024.0,216834048.0,215560192.0,66320539648.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905588736.0,216834048.0,215564288.0,66320547840.0,0.0,0.0,242.0,252.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905588736.0,216834048.0,215564288.0,66320547840.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905584640.0,216834048.0,215568384.0,66320547840.0,0.0,0.0,240.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905580544.0,216834048.0,215572480.0,66320547840.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905576448.0,216834048.0,215572480.0,66320551936.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905572352.0,216834048.0,215576576.0,66320551936.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905576448.0,216834048.0,215580672.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905580544.0,216834048.0,215584768.0,66320535552.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,4096.0,905572352.0,216834048.0,215584768.0,66320543744.0,0.0,1.0,1042.0,95678.0
0.031,0.125,99.844,0.0,0.0,0.0,0.0,0.0,905564160.0,216834048.0,215592960.0,66320543744.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905564160.0,216834048.0,215592960.0,66320543744.0,0.0,0.0,114.0,252.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905560064.0,216834048.0,215597056.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905551872.0,216834048.0,215597056.0,66320551936.0,0.0,0.0,182.0,252.0
0.0,0.031,99.969,0.0,0.0,0.0,0.0,0.0,905547776.0,216834048.0,215601152.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905543680.0,216834048.0,215605248.0,66320551936.0,0.0,0.0,60.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215609344.0,66320678912.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215609344.0,66320678912.0,0.0,0.0,60.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215617536.0,66320670720.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905408512.0,216834048.0,215621632.0,66320670720.0,0.0,0.0,182.0,252.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905396224.0,216834048.0,215625728.0,66320678912.0,0.0,0.0,0.0,0.0
0.031,0.063,99.875,0.0,0.0,0.031,0.0,0.0,905388032.0,216834048.0,215625728.0,66320687104.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905379840.0,216834048.0,215633920.0,66320687104.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905379840.0,216834048.0,215633920.0,66320687104.0,0.0,0.0,60.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905375744.0,216834048.0,215638016.0,66320687104.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905383936.0,216834048.0,215638016.0,66320678912.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905379840.0,216834048.0,215642112.0,66320678912.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905375744.0,216834048.0,215646208.0,66320678912.0,0.0,0.0,0.0,3770.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905519104.0,216834048.0,215646208.0,66320535552.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905523200.0,216834048.0,215650304.0,66320527360.0,0.0,0.0,332.0,5602.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905510912.0,216834048.0,215654400.0,66320535552.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905506816.0,216834048.0,215658496.0,66320535552.0,0.0,0.0,302.0,252.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905502720.0,216834048.0,215662592.0,66320535552.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905486336.0,216834048.0,215662592.0,66320551936.0,0.0,0.0,120.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905482240.0,216834048.0,215666688.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905478144.0,216834048.0,215670784.0,66320551936.0,0.0,0.0,240.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905478144.0,216834048.0,215670784.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.125,99.844,0.0,0.0,0.0,0.0,0.0,905474048.0,216834048.0,215674880.0,66320551936.0,0.0,0.0,308.0,542.0
0.0,0.063,99.374,0.563,0.0,0.0,0.0,12288.0,905478144.0,216834048.0,215678976.0,66320543744.0,0.0,3.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905474048.0,216834048.0,215683072.0,66320543744.0,0.0,0.0,722.0,95990.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905474048.0,216834048.0,215683072.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905461760.0,216834048.0,215687168.0,66320551936.0,0.0,0.0,60.0,42.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905457664.0,216834048.0,215691264.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905453568.0,216834048.0,215695360.0,66320551936.0,0.0,0.0,182.0,252.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905449472.0,216834048.0,215699456.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905449472.0,216834048.0,215699456.0,66320551936.0,0.0,0.0,683.0,572.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905445376.0,216834048.0,215703552.0,66320551936.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905441280.0,216834048.0,215707648.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905449472.0,216834048.0,215707648.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905445376.0,216834048.0,215711744.0,66320543744.0,0.0,0.0,182.0,252.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905441280.0,216834048.0,215715840.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.312,0.563,0.0,0.0,0.0,12288.0,905441280.0,216834048.0,215715840.0,66320543744.0,0.0,3.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905428992.0,216834048.0,215719936.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905416704.0,216834048.0,215724032.0,66320560128.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215728128.0,66320560128.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215728128.0,66320560128.0,0.0,0.0,0.0,0.0
0.031,0.125,99.844,0.0,0.0,0.0,0.0,0.0,905404416.0,216834048.0,215736320.0,66320560128.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905400320.0,216834048.0,215740416.0,66320560128.0,0.0,0.0,60.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215744512.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905412608.0,216834048.0,215744512.0,66320543744.0,0.0,0.0,736.0,5148.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905408512.0,216834048.0,215748608.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905396224.0,216834048.0,215752704.0,66320551936.0,0.0,0.0,182.0,252.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905392128.0,216834048.0,215756800.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905392128.0,216834048.0,215756800.0,66320551936.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905383936.0,216834048.0,215764992.0,66320551936.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905383936.0,216834048.0,215764992.0,66320551936.0,0.0,0.0,60.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905379840.0,216834048.0,215769088.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905379840.0,216834048.0,215769088.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905379840.0,216834048.0,215777280.0,66320543744.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,4096.0,905379840.0,216834048.0,215777280.0,66320543744.0,0.0,1.0,1188.0,97346.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905375744.0,216834048.0,215781376.0,66320543744.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905375744.0,216834048.0,215781376.0,66320543744.0,0.0,0.0,114.0,252.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905371648.0,216834048.0,215785472.0,66320543744.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905359360.0,216834048.0,215789568.0,66320551936.0,0.0,0.0,242.0,252.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905359360.0,216834048.0,215789568.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905355264.0,216834048.0,215793664.0,66320551936.0,0.0,0.0,120.0,0.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,905351168.0,216834048.0,215797760.0,66320551936.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905347072.0,216834048.0,215801856.0,66320551936.0,0.0,0.0,120.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905482240.0,216834048.0,215801856.0,66320416768.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905478144.0,216834048.0,215805952.0,66320416768.0,0.0,0.0,242.0,252.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905592832.0,216834048.0,215810048.0,66320297984.0,0.0,0.0,0.0,0.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905588736.0,216834048.0,215814144.0,66320297984.0,0.0,0.0,128.0,542.0
0.063,0.125,99.781,0.0,0.0,0.031,0.0,0.0,905580544.0,216834048.0,215814144.0,66320306176.0,0.0,0.0,0.0,0.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,905449472.0,216834048.0,215818240.0,66320433152.0,0.0,0.0,60.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905445376.0,216834048.0,215822336.0,66320433152.0,0.0,0.0,0.0,0.0
0.031,0.063,99.906,0.0,0.0,0.0,0.0,0.0,905441280.0,216834048.0,215826432.0,66320433152.0,0.0,0.0,120.0,0.0
0.0,0.094,99.312,0.594,0.0,0.0,0.0,16384.0,905449472.0,216834048.0,215826432.0,66320424960.0,0.0,4.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905445376.0,216834048.0,215830528.0,66320424960.0,0.0,0.0,60.0,3812.0
0.0,0.094,99.906,0.0,0.0,0.0,0.0,0.0,905449472.0,216834048.0,215834624.0,66320416768.0,0.0,0.0,0.0,0.0
0.031,0.094,99.875,0.0,0.0,0.0,0.0,0.0,905453568.0,216834048.0,215838720.0,66320408576.0,0.0,0.0,955.0,4260.0
