"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-662-1.local",,,,"User:","pg27752"
"Cmdline:","dstat -tcdmrsn --integer --output MPI_io4.txt",,,,"Date:","20 Mar 2015 01:34:05 WET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"io/total",,"swap",,"net/total",
20-03 01:34:40,8.354,0.042,91.583,0.0,0.0,0.021,0.0,0.0,1336422400.0,195141632.0,516390912.0,65606279168.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:41,8.337,0.042,91.622,0.0,0.0,0.0,0.0,0.0,1336414208.0,195141632.0,516399104.0,65606279168.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:42,8.339,0.021,91.641,0.0,0.0,0.0,0.0,0.0,1336279040.0,195141632.0,516399104.0,65606414336.0,0.0,0.0,0.0,1048567808.0,66.0,130.0
20-03 01:34:43,8.354,0.042,91.604,0.0,0.0,0.0,0.0,0.0,1336266752.0,195141632.0,516403200.0,65606422528.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:44,8.335,0.042,91.602,0.0,0.0,0.021,0.0,0.0,1336147968.0,195141632.0,516403200.0,65606541312.0,0.0,0.0,0.0,1048567808.0,126.0,130.0
20-03 01:34:45,8.340,0.021,91.639,0.0,0.0,0.0,0.0,0.0,1336045568.0,195141632.0,516411392.0,65606635520.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:46,8.335,0.042,91.623,0.0,0.0,0.0,0.0,0.0,1336168448.0,195141632.0,516415488.0,65606508544.0,0.0,0.0,0.0,1048567808.0,866.0,158686.0
20-03 01:34:47,8.337,0.042,91.622,0.0,0.0,0.0,0.0,0.0,1336160256.0,195141632.0,516423680.0,65606508544.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:48,7.086,0.063,91.351,1.501,0.0,0.0,0.0,4009984.0,1336057856.0,195149824.0,516415488.0,65606610944.0,0.0,336.0,0.0,1048567808.0,66.0,12654.0
20-03 01:34:49,8.337,0.042,91.622,0.0,0.0,0.0,0.0,0.0,1336053760.0,195149824.0,516427776.0,65606602752.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:50,8.339,0.021,91.641,0.0,0.0,0.0,0.0,0.0,1336426496.0,195149824.0,516435968.0,65606221824.0,0.0,0.0,0.0,1048567808.0,308.0,382.0
20-03 01:34:51,8.335,0.042,91.623,0.0,0.0,0.0,0.0,0.0,1336410112.0,195149824.0,516444160.0,65606230016.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:52,8.337,0.042,91.622,0.0,0.0,0.0,0.0,0.0,1336418304.0,195149824.0,516444160.0,65606221824.0,0.0,0.0,0.0,1048567808.0,60.0,0.0
20-03 01:34:53,8.356,0.021,91.623,0.0,0.0,0.0,0.0,53248.0,1336414208.0,195149824.0,516448256.0,65606221824.0,0.0,13.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:54,8.273,0.063,91.519,0.125,0.0,0.021,0.0,2342912.0,1336786944.0,195153920.0,516444160.0,65605849088.0,0.0,68.0,0.0,1048567808.0,66.0,130.0
20-03 01:34:55,8.339,0.042,91.620,0.0,0.0,0.0,0.0,0.0,1336782848.0,195153920.0,516456448.0,65605840896.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:56,8.339,0.021,91.641,0.0,0.0,0.0,0.0,0.0,1336651776.0,195153920.0,516460544.0,65605967872.0,0.0,0.0,0.0,1048567808.0,248.0,382.0
20-03 01:34:57,8.339,0.042,91.620,0.0,0.0,0.0,0.0,0.0,1336647680.0,195153920.0,516464640.0,65605967872.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:34:58,8.335,0.042,91.602,0.0,0.0,0.021,0.0,0.0,1336512512.0,195153920.0,516472832.0,65606094848.0,0.0,0.0,0.0,1048567808.0,126.0,130.0
20-03 01:34:59,8.339,0.021,91.224,0.417,0.0,0.0,0.0,12288.0,1336508416.0,195158016.0,516472832.0,65606094848.0,0.0,3.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:00,8.358,0.042,91.601,0.0,0.0,0.0,0.0,0.0,1336496128.0,195158016.0,516476928.0,65606103040.0,0.0,0.0,0.0,1048567808.0,126.0,172.0
20-03 01:35:01,8.316,0.042,91.642,0.0,0.0,0.0,0.0,0.0,1336479744.0,195158016.0,516493312.0,65606103040.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:02,2.420,0.125,97.455,0.0,0.0,0.0,0.0,0.0,935145472.0,195158016.0,505143296.0,66018787328.0,0.0,0.0,0.0,1048567808.0,66.0,130.0
20-03 01:35:03,0.021,0.042,99.520,0.417,0.0,0.0,0.0,24576.0,934825984.0,195158016.0,505143296.0,66019106816.0,0.0,6.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:04,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,934735872.0,195158016.0,505106432.0,66019233792.0,0.0,0.0,0.0,1048567808.0,13648.0,17722.0
20-03 01:35:05,5.763,1.963,92.003,0.251,0.0,0.021,0.0,0.0,1379364864.0,195158016.0,535011328.0,65544699904.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:06,18.746,0.042,81.212,0.0,0.0,0.0,0.0,0.0,1379553280.0,195158016.0,535207936.0,65544314880.0,0.0,0.0,0.0,1048567808.0,1038242.0,44090.0
20-03 01:35:07,18.546,0.063,80.975,0.417,0.0,0.0,0.0,114688.0,1380311040.0,195162112.0,535646208.0,65543114752.0,0.0,28.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:08,18.754,0.042,81.163,0.0,0.0,0.042,0.0,0.0,1380667392.0,195162112.0,535965696.0,65542438912.0,0.0,0.0,0.0,1048567808.0,308.0,382.0
20-03 01:35:09,18.766,0.042,81.193,0.0,0.0,0.0,0.0,0.0,1380270080.0,195162112.0,535977984.0,65542823936.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:10,18.750,0.062,81.167,0.0,0.0,0.021,0.0,0.0,1379880960.0,195162112.0,535977984.0,65543213056.0,0.0,0.0,0.0,1048567808.0,192.0,260.0
20-03 01:35:11,18.762,0.042,81.197,0.0,0.0,0.0,0.0,0.0,1379737600.0,195162112.0,535986176.0,65543348224.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:12,18.762,0.042,80.780,0.396,0.0,0.021,0.0,16384.0,1379291136.0,195166208.0,535982080.0,65543794688.0,0.0,4.0,0.0,1048567808.0,132.0,452.0
20-03 01:35:13,18.758,0.042,81.201,0.0,0.0,0.0,0.0,0.0,1378803712.0,195166208.0,535994368.0,65544269824.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:14,18.758,0.063,81.180,0.0,0.0,0.0,0.0,0.0,1378394112.0,195166208.0,535994368.0,65544679424.0,0.0,0.0,0.0,1048567808.0,126.0,130.0
20-03 01:35:15,18.741,0.042,81.217,0.0,0.0,0.0,0.0,0.0,1378263040.0,195166208.0,536006656.0,65544798208.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:16,18.758,0.042,81.201,0.0,0.0,0.0,0.0,0.0,1377984512.0,195166208.0,536006656.0,65545076736.0,0.0,0.0,0.0,1048567808.0,132.0,260.0
20-03 01:35:17,18.758,0.042,81.201,0.0,0.0,0.0,0.0,0.0,1377742848.0,195166208.0,536010752.0,65545314304.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:18,18.570,0.042,80.950,0.417,0.0,0.021,0.0,16384.0,1377439744.0,195170304.0,536006656.0,65545617408.0,0.0,4.0,0.0,1048567808.0,66.0,130.0
20-03 01:35:19,18.762,0.042,81.197,0.0,0.0,0.0,0.0,0.0,1377251328.0,195170304.0,536018944.0,65545793536.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:20,18.754,0.063,81.184,0.0,0.0,0.0,0.0,0.0,1377185792.0,195170304.0,536018944.0,65545859072.0,0.0,0.0,0.0,1048567808.0,252.0,260.0
20-03 01:35:21,18.741,0.042,81.217,0.0,0.0,0.0,0.0,0.0,1376919552.0,195170304.0,536031232.0,65546113024.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:22,18.762,0.042,81.197,0.0,0.0,0.0,0.0,0.0,1376919552.0,195170304.0,536031232.0,65546113024.0,0.0,0.0,0.0,1048567808.0,1380.0,167872.0
20-03 01:35:23,18.758,0.042,80.784,0.417,0.0,0.0,0.0,16384.0,1376911360.0,195174400.0,536035328.0,65546113024.0,0.0,4.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:24,18.758,0.063,81.180,0.0,0.0,0.0,0.0,0.0,1376907264.0,195174400.0,536039424.0,65546113024.0,0.0,0.0,0.0,1048567808.0,126.0,130.0
20-03 01:35:25,18.762,0.042,81.197,0.0,0.0,0.0,0.0,0.0,1377034240.0,195174400.0,536047616.0,65545977856.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:26,18.745,0.042,81.214,0.0,0.0,0.0,0.0,0.0,1377034240.0,195174400.0,536047616.0,65545977856.0,0.0,0.0,0.0,1048567808.0,314.0,512.0
20-03 01:35:27,18.775,0.042,81.184,0.0,0.0,0.0,0.0,0.0,1376899072.0,195174400.0,536055808.0,65546104832.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:28,18.754,0.063,81.184,0.0,0.0,0.0,0.0,94208.0,1376899072.0,195174400.0,536055808.0,65546104832.0,0.0,23.0,0.0,1048567808.0,319.0,130.0
20-03 01:35:29,18.762,0.042,81.176,0.021,0.0,0.0,0.0,12288.0,1376886784.0,195178496.0,536064000.0,65546104832.0,0.0,3.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:30,18.758,0.042,81.180,0.021,0.0,0.0,0.0,4096.0,1376882688.0,195178496.0,536068096.0,65546104832.0,0.0,1.0,0.0,1048567808.0,192.0,260.0
20-03 01:35:31,18.758,0.042,81.201,0.0,0.0,0.0,0.0,0.0,1376743424.0,195178496.0,536080384.0,65546231808.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:32,18.741,0.042,81.197,0.0,0.0,0.021,0.0,0.0,1376608256.0,195178496.0,536080384.0,65546366976.0,0.0,0.0,0.0,1048567808.0,308.0,382.0
20-03 01:35:33,18.754,0.063,81.184,0.0,0.0,0.0,0.0,0.0,1376591872.0,195178496.0,536088576.0,65546375168.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:34,5.698,0.167,94.135,0.0,0.0,0.0,0.0,0.0,938115072.0,195178496.0,506716160.0,66014224384.0,0.0,0.0,0.0,1048567808.0,192.0,260.0
20-03 01:35:35,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,938475520.0,195178496.0,506695680.0,66013884416.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:36,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,936316928.0,195178496.0,506208256.0,66016530432.0,0.0,0.0,0.0,1048567808.0,6678.0,12620.0
20-03 01:35:37,9.875,3.215,85.971,0.919,0.0,0.021,0.0,49152.0,1447186432.0,195186688.0,557641728.0,65454219264.0,0.0,12.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:38,33.299,0.125,66.576,0.0,0.0,0.0,0.0,0.0,1448243200.0,195186688.0,558116864.0,65452687360.0,0.0,0.0,0.0,1048567808.0,1005172.0,30282.0
20-03 01:35:39,33.312,0.083,66.542,0.042,0.0,0.021,0.0,12288.0,1447583744.0,195186688.0,560054272.0,65451409408.0,0.0,3.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:40,33.340,0.063,66.597,0.0,0.0,0.0,0.0,0.0,1448591360.0,195186688.0,560594944.0,65449861120.0,0.0,0.0,0.0,1048567808.0,252.0,260.0
20-03 01:35:41,33.333,0.083,66.583,0.0,0.0,0.0,0.0,0.0,1448140800.0,195186688.0,560599040.0,65450307584.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:42,33.090,0.104,66.389,0.417,0.0,0.0,0.0,131072.0,1447305216.0,195186688.0,560599040.0,65451143168.0,0.0,32.0,0.0,1048567808.0,132.0,260.0
20-03 01:35:43,33.306,0.083,66.590,0.0,0.0,0.021,0.0,0.0,1447161856.0,195186688.0,560611328.0,65451274240.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:44,33.361,0.083,66.555,0.0,0.0,0.0,0.0,0.0,1446584320.0,195186688.0,560611328.0,65451851776.0,0.0,0.0,0.0,1048567808.0,314.0,704.0
20-03 01:35:45,33.340,0.063,66.597,0.0,0.0,0.0,0.0,0.0,1446051840.0,195186688.0,560619520.0,65452376064.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:46,33.333,0.083,66.583,0.0,0.0,0.0,0.0,0.0,1445228544.0,195186688.0,560619520.0,65453199360.0,0.0,0.0,0.0,1048567808.0,282.0,260.0
20-03 01:35:47,33.340,0.063,66.138,0.438,0.0,0.021,0.0,20480.0,1444982784.0,195186688.0,560627712.0,65453436928.0,0.0,5.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:48,33.333,0.083,66.583,0.0,0.0,0.0,0.0,0.0,1444773888.0,195186688.0,560627712.0,65453645824.0,0.0,0.0,0.0,1048567808.0,192.0,4030.0
20-03 01:35:49,33.333,0.042,66.625,0.0,0.0,0.0,0.0,0.0,1444691968.0,195186688.0,560635904.0,65453719552.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:50,33.354,0.083,66.562,0.0,0.0,0.0,0.0,0.0,1444028416.0,195186688.0,560635904.0,65454383104.0,0.0,0.0,0.0,1048567808.0,222.0,260.0
20-03 01:35:51,33.333,0.063,66.604,0.0,0.0,0.0,0.0,0.0,1444028416.0,195186688.0,560644096.0,65454374912.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:52,33.104,0.104,66.375,0.417,0.0,0.0,0.0,16384.0,1443426304.0,195190784.0,560640000.0,65454977024.0,0.0,4.0,0.0,1048567808.0,1380.0,140996.0
20-03 01:35:53,33.333,0.063,66.604,0.0,0.0,0.0,0.0,0.0,1443340288.0,195190784.0,560652288.0,65455050752.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:54,33.340,0.104,66.555,0.0,0.0,0.0,0.0,0.0,1443332096.0,195190784.0,560652288.0,65455058944.0,0.0,0.0,0.0,1048567808.0,192.0,260.0
20-03 01:35:55,33.333,0.083,66.583,0.0,0.0,0.0,0.0,0.0,1443332096.0,195190784.0,560660480.0,65455050752.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:56,33.326,0.083,66.590,0.0,0.0,0.0,0.0,0.0,1443147776.0,195190784.0,560660480.0,65455235072.0,0.0,0.0,0.0,1048567808.0,374.0,512.0
20-03 01:35:57,33.354,0.083,66.562,0.0,0.0,0.0,0.0,0.0,1443131392.0,195190784.0,560676864.0,65455235072.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:35:58,33.326,0.083,66.173,0.417,0.0,0.0,0.0,12288.0,1443000320.0,195194880.0,560672768.0,65455366144.0,0.0,3.0,0.0,1048567808.0,132.0,260.0
20-03 01:35:59,5.846,0.334,93.820,0.0,0.0,0.0,0.0,0.0,939868160.0,195194880.0,507469824.0,66011701248.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:00,0.021,0.042,99.917,0.0,0.0,0.021,0.0,0.0,939421696.0,195194880.0,507256832.0,66012360704.0,0.0,0.0,0.0,1048567808.0,460.0,2490.0
20-03 01:36:01,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,939421696.0,195194880.0,507256832.0,66012360704.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:02,0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,939257856.0,195194880.0,507260928.0,66012520448.0,0.0,0.0,0.0,1048567808.0,182.0,252.0
20-03 01:36:03,0.0,0.042,99.958,0.0,0.0,0.0,0.0,4096.0,939225088.0,195194880.0,507269120.0,66012545024.0,0.0,1.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:04,0.021,0.042,99.917,0.021,0.0,0.0,0.0,53248.0,938754048.0,195194880.0,507269120.0,66013016064.0,0.0,13.0,0.0,1048567808.0,248.0,366.0
20-03 01:36:05,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,938676224.0,195194880.0,507277312.0,66013085696.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:06,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,937709568.0,195194880.0,507277312.0,66014052352.0,0.0,0.0,0.0,1048567808.0,530.0,6122.0
20-03 01:36:07,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,937701376.0,195194880.0,507285504.0,66014052352.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:08,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,937328640.0,195194880.0,507285504.0,66014425088.0,0.0,0.0,0.0,1048567808.0,90.0,0.0
20-03 01:36:09,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,937316352.0,195194880.0,507297792.0,66014425088.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:10,0.0,0.063,99.917,0.021,0.0,0.0,0.0,0.0,936718336.0,195194880.0,507297792.0,66015023104.0,0.0,0.0,0.0,1048567808.0,60.0,0.0
20-03 01:36:11,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,936710144.0,195194880.0,507297792.0,66015031296.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:36:12,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,936148992.0,195194880.0,507301888.0,66015588352.0,0.0,0.0,0.0,1048567808.0,1880.0,92326.0
