"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-662-1.local",,,,"User:","pg27752"
"Cmdline:","dstat -cdmrn --integer --output SER_ep.txt",,,,"Date:","20 Mar 2015 14:02:36 WET"

"total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"io/total",,"net/total",
2.107,0.021,97.872,0.0,0.0,0.0,0.0,0.0,933187584.0,195395584.0,482594816.0,66043056128.0,0.0,0.0,0.0,0.0
2.087,0.063,97.851,0.0,0.0,0.0,0.0,0.0,933163008.0,195395584.0,482603008.0,66043072512.0,0.0,0.0,60.0,0.0
2.086,0.021,97.893,0.0,0.0,0.0,0.0,0.0,933163008.0,195395584.0,482603008.0,66043072512.0,0.0,0.0,0.0,0.0
2.088,0.042,97.871,0.0,0.0,0.0,0.0,0.0,933154816.0,195395584.0,482611200.0,66043072512.0,0.0,0.0,182.0,252.0
2.106,0.063,97.832,0.0,0.0,0.0,0.0,0.0,933154816.0,195395584.0,482611200.0,66043072512.0,0.0,0.0,0.0,0.0
2.106,0.063,97.832,0.0,0.0,0.0,0.0,0.0,933146624.0,195395584.0,482619392.0,66043072512.0,0.0,0.0,90.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,933146624.0,195395584.0,482619392.0,66043072512.0,0.0,0.0,0.0,0.0
2.086,0.063,97.851,0.0,0.0,0.0,0.0,0.0,933138432.0,195395584.0,482627584.0,66043072512.0,0.0,0.0,0.0,0.0
2.085,0.063,97.852,0.0,0.0,0.0,0.0,0.0,933138432.0,195395584.0,482627584.0,66043072512.0,0.0,0.0,0.0,0.0
2.106,0.063,97.832,0.0,0.0,0.0,0.0,0.0,933134336.0,195395584.0,482639872.0,66043064320.0,0.0,0.0,272.0,6764.0
2.086,0.063,97.769,0.083,0.0,0.0,0.0,0.0,933130240.0,195395584.0,482643968.0,66043064320.0,0.0,0.0,0.0,0.0
2.086,0.042,97.538,0.334,0.0,0.0,0.0,12288.0,933126144.0,195395584.0,482648064.0,66043064320.0,0.0,3.0,243.0,0.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,933122048.0,195395584.0,482652160.0,66043064320.0,0.0,0.0,0.0,0.0
2.086,0.063,97.851,0.0,0.0,0.0,0.0,0.0,932982784.0,195395584.0,482656256.0,66043199488.0,0.0,0.0,60.0,0.0
1.606,0.063,98.331,0.0,0.0,0.0,0.0,0.0,932728832.0,195395584.0,482656256.0,66043453440.0,0.0,0.0,0.0,0.0
0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,932728832.0,195395584.0,482664448.0,66043445248.0,0.0,0.0,510.0,1762.0
0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,932728832.0,195395584.0,482664448.0,66043445248.0,0.0,0.0,0.0,0.0
0.229,0.250,99.458,0.063,0.0,0.0,0.0,0.0,1308012544.0,195395584.0,483340288.0,65667485696.0,0.0,0.0,745650.0,6248.0
2.001,0.125,97.874,0.0,0.0,0.0,0.0,0.0,1474531328.0,195395584.0,483385344.0,65500921856.0,0.0,0.0,0.0,0.0
2.105,0.042,97.853,0.0,0.0,0.0,0.0,0.0,1474396160.0,195395584.0,483393536.0,65501048832.0,0.0,0.0,60.0,0.0
1.793,0.334,97.874,0.0,0.0,0.0,0.0,0.0,2012282880.0,195395584.0,483393536.0,64963162112.0,0.0,0.0,0.0,0.0
1.938,0.208,97.832,0.0,0.0,0.021,0.0,0.0,2280742912.0,195395584.0,483405824.0,64694689792.0,0.0,0.0,128.0,406.0
2.085,0.021,97.895,0.0,0.0,0.0,0.0,0.0,2280742912.0,195395584.0,483405824.0,64694689792.0,0.0,0.0,0.0,0.0
2.105,0.042,97.853,0.0,0.0,0.0,0.0,0.0,2280742912.0,195395584.0,483414016.0,64694681600.0,0.0,0.0,1124.0,143242.0
2.085,0.042,97.874,0.0,0.0,0.0,0.0,0.0,2280726528.0,195395584.0,483414016.0,64694697984.0,0.0,0.0,0.0,0.0
2.105,0.042,97.832,0.0,0.0,0.021,0.0,0.0,2280599552.0,195395584.0,483422208.0,64694816768.0,0.0,0.0,242.0,252.0
2.085,0.042,97.873,0.0,0.0,0.0,0.0,0.0,2280599552.0,195395584.0,483422208.0,64694816768.0,0.0,0.0,0.0,0.0
2.105,0.021,97.874,0.0,0.0,0.0,0.0,0.0,2280587264.0,195395584.0,483434496.0,64694816768.0,0.0,0.0,248.0,430.0
2.085,0.042,97.874,0.0,0.0,0.0,0.0,0.0,2280587264.0,195395584.0,483434496.0,64694816768.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280579072.0,195395584.0,483442688.0,64694816768.0,0.0,0.0,120.0,0.0
2.105,0.063,97.832,0.0,0.0,0.0,0.0,0.0,2280579072.0,195395584.0,483442688.0,64694816768.0,0.0,0.0,0.0,0.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280439808.0,195395584.0,483454976.0,64694943744.0,0.0,0.0,66.0,178.0
2.106,0.042,97.852,0.0,0.0,0.0,0.0,0.0,2280439808.0,195395584.0,483454976.0,64694943744.0,0.0,0.0,0.0,0.0
2.086,0.042,97.852,0.0,0.0,0.021,0.0,0.0,2280423424.0,195395584.0,483463168.0,64694951936.0,0.0,0.0,248.0,430.0
2.105,0.083,97.811,0.0,0.0,0.0,0.0,0.0,2280423424.0,195395584.0,483463168.0,64694951936.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280542208.0,195395584.0,483471360.0,64694824960.0,0.0,0.0,126.0,178.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280529920.0,195395584.0,483471360.0,64694837248.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280521728.0,195395584.0,483479552.0,64694837248.0,0.0,0.0,186.0,3948.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280521728.0,195395584.0,483479552.0,64694837248.0,0.0,0.0,0.0,0.0
2.086,0.042,97.852,0.0,0.0,0.021,0.0,0.0,2280521728.0,195395584.0,483487744.0,64694829056.0,0.0,0.0,458.0,6024.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280521728.0,195395584.0,483487744.0,64694829056.0,0.0,0.0,0.0,0.0
2.086,0.063,97.769,0.083,0.0,0.0,0.0,0.0,2280505344.0,195395584.0,483495936.0,64694837248.0,0.0,0.0,180.0,0.0
2.086,0.042,97.539,0.334,0.0,0.0,0.0,12288.0,2280505344.0,195395584.0,483495936.0,64694837248.0,0.0,3.0,0.0,0.0
2.106,0.042,97.831,0.0,0.0,0.021,0.0,4096.0,2280366080.0,195395584.0,483508224.0,64694964224.0,0.0,1.0,66.0,178.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280366080.0,195395584.0,483508224.0,64694964224.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280366080.0,195395584.0,483516416.0,64694956032.0,0.0,0.0,248.0,430.0
2.086,0.042,97.873,0.0,0.0,0.0,0.0,0.0,2280366080.0,195395584.0,483516416.0,64694956032.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280357888.0,195395584.0,483524608.0,64694956032.0,0.0,0.0,126.0,178.0
2.085,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280357888.0,195395584.0,483524608.0,64694956032.0,0.0,0.0,0.0,0.0
2.107,0.063,97.831,0.0,0.0,0.0,0.0,0.0,2280345600.0,195395584.0,483532800.0,64694960128.0,0.0,0.0,66.0,178.0
2.085,0.042,97.873,0.0,0.0,0.0,0.0,0.0,2280345600.0,195395584.0,483532800.0,64694960128.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280456192.0,195395584.0,483540992.0,64694841344.0,0.0,0.0,186.0,178.0
2.085,0.063,97.832,0.0,0.0,0.021,0.0,0.0,2280456192.0,195395584.0,483540992.0,64694841344.0,0.0,0.0,0.0,0.0
2.086,0.063,97.851,0.0,0.0,0.0,0.0,0.0,2280448000.0,195395584.0,483549184.0,64694841344.0,0.0,0.0,980.0,141338.0
2.106,0.042,97.852,0.0,0.0,0.0,0.0,0.0,2280448000.0,195395584.0,483549184.0,64694841344.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280570880.0,195395584.0,483561472.0,64694706176.0,0.0,0.0,246.0,178.0
2.086,0.042,97.873,0.0,0.0,0.0,0.0,0.0,2280570880.0,195395584.0,483561472.0,64694706176.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280435712.0,195395584.0,483569664.0,64694833152.0,0.0,0.0,368.0,430.0
2.105,0.063,97.832,0.0,0.0,0.0,0.0,0.0,2280435712.0,195395584.0,483569664.0,64694833152.0,0.0,0.0,0.0,0.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280427520.0,195395584.0,483577856.0,64694833152.0,0.0,0.0,66.0,178.0
2.086,0.042,97.873,0.0,0.0,0.0,0.0,0.0,2280427520.0,195395584.0,483577856.0,64694833152.0,0.0,0.0,0.0,0.0
2.106,0.042,97.852,0.0,0.0,0.0,0.0,0.0,2280402944.0,195395584.0,483586048.0,64694849536.0,0.0,0.0,126.0,178.0
2.084,0.063,97.499,0.313,0.0,0.042,0.0,0.0,2280402944.0,195395584.0,483586048.0,64694849536.0,0.0,0.0,0.0,0.0
2.086,0.063,97.727,0.104,0.0,0.021,0.0,16384.0,2280394752.0,195395584.0,483594240.0,64694849536.0,0.0,4.0,248.0,430.0
2.105,0.083,97.811,0.0,0.0,0.0,0.0,0.0,2280390656.0,195395584.0,483598336.0,64694849536.0,0.0,0.0,0.0,0.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280390656.0,195395584.0,483606528.0,64694841344.0,0.0,0.0,188.0,448.0
2.106,0.042,97.852,0.0,0.0,0.0,0.0,0.0,2280390656.0,195395584.0,483606528.0,64694841344.0,0.0,0.0,0.0,0.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,2280370176.0,195395584.0,483618816.0,64694849536.0,0.0,0.0,216.0,178.0
2.085,0.042,97.832,0.0,0.0,0.042,0.0,0.0,2280370176.0,195395584.0,483618816.0,64694849536.0,0.0,0.0,0.0,0.0
2.106,0.042,97.811,0.0,0.0,0.042,0.0,0.0,2280370176.0,195395584.0,483627008.0,64694841344.0,0.0,0.0,874.0,5732.0
2.086,0.042,97.769,0.083,0.0,0.021,0.0,0.0,2280366080.0,195395584.0,483631104.0,64694841344.0,0.0,0.0,0.0,0.0
2.106,0.042,97.477,0.334,0.0,0.042,0.0,12288.0,2280361984.0,195395584.0,483635200.0,64694841344.0,0.0,3.0,66.0,178.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,2280361984.0,195395584.0,483635200.0,64694841344.0,0.0,0.0,0.0,0.0
0.626,0.063,99.291,0.0,0.0,0.021,0.0,0.0,932843520.0,195395584.0,483643392.0,66042351616.0,0.0,0.0,5358.0,5188.0
0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,932843520.0,195395584.0,483643392.0,66042351616.0,0.0,0.0,0.0,0.0
0.0,0.021,99.979,0.0,0.0,0.0,0.0,0.0,932835328.0,195395584.0,483651584.0,66042351616.0,0.0,0.0,182.0,252.0
1.376,0.063,98.540,0.021,0.0,0.0,0.0,0.0,954281984.0,195395584.0,483684352.0,66020872192.0,0.0,0.0,0.0,0.0
2.084,0.042,97.853,0.0,0.0,0.021,0.0,0.0,983629824.0,195395584.0,483696640.0,65991512064.0,0.0,0.0,33598.0,3428.0
2.064,0.063,97.874,0.0,0.0,0.0,0.0,0.0,1013116928.0,195395584.0,483696640.0,65962024960.0,0.0,0.0,0.0,0.0
2.085,0.042,97.874,0.0,0.0,0.0,0.0,0.0,1044312064.0,195395584.0,483704832.0,65930821632.0,0.0,0.0,0.0,0.0
2.000,0.146,97.854,0.0,0.0,0.0,0.0,0.0,1201979392.0,195395584.0,483704832.0,65773154304.0,0.0,0.0,0.0,0.0
2.085,0.042,97.873,0.0,0.0,0.0,0.0,0.0,1210159104.0,195395584.0,483713024.0,65764966400.0,0.0,0.0,132.0,244.0
2.085,0.021,97.894,0.0,0.0,0.0,0.0,0.0,1210159104.0,195395584.0,483713024.0,65764966400.0,0.0,0.0,0.0,0.0
2.105,0.042,97.832,0.0,0.0,0.021,0.0,0.0,1210085376.0,195395584.0,483721216.0,65765031936.0,0.0,0.0,1534.0,144838.0
2.085,0.042,97.874,0.0,0.0,0.0,0.0,0.0,1210081280.0,195395584.0,483725312.0,65765031936.0,0.0,0.0,0.0,0.0
1.835,0.042,98.123,0.0,0.0,0.0,0.0,0.0,932438016.0,195395584.0,483729408.0,66042671104.0,0.0,0.0,648.0,1704.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,932438016.0,195395584.0,483729408.0,66042671104.0,0.0,0.0,0.0,0.0
0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,932544512.0,195395584.0,483737600.0,66042556416.0,0.0,0.0,182.0,252.0
0.146,0.063,99.708,0.083,0.0,0.0,0.0,0.0,975568896.0,195395584.0,484560896.0,65998708736.0,0.0,0.0,0.0,0.0
2.023,0.125,97.852,0.0,0.0,0.0,0.0,0.0,1124388864.0,195395584.0,484573184.0,65849876480.0,0.0,0.0,860721.0,7582.0
2.086,0.042,97.872,0.0,0.0,0.0,0.0,0.0,1124388864.0,195395584.0,484573184.0,65849876480.0,0.0,0.0,0.0,0.0
2.106,0.063,97.831,0.0,0.0,0.0,0.0,0.0,1124253696.0,195395584.0,484581376.0,65850003456.0,0.0,0.0,0.0,0.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,1124253696.0,195395584.0,484581376.0,65850003456.0,0.0,0.0,0.0,0.0
2.106,0.063,97.831,0.0,0.0,0.0,0.0,8192.0,1124233216.0,195395584.0,484589568.0,65850015744.0,0.0,2.0,242.0,252.0
2.086,0.042,97.873,0.0,0.0,0.0,0.0,0.0,1124233216.0,195395584.0,484589568.0,65850015744.0,0.0,0.0,0.0,0.0
2.085,0.083,97.832,0.0,0.0,0.0,0.0,0.0,1124151296.0,195395584.0,484597760.0,65850089472.0,0.0,0.0,156.0,130.0
2.106,0.042,97.852,0.0,0.0,0.0,0.0,0.0,1124159488.0,195395584.0,484597760.0,65850081280.0,0.0,0.0,0.0,0.0
2.086,0.063,97.852,0.0,0.0,0.0,0.0,0.0,1124024320.0,195395584.0,484605952.0,65850208256.0,0.0,0.0,60.0,12524.0
2.085,0.063,97.853,0.0,0.0,0.0,0.0,0.0,1124024320.0,195395584.0,484605952.0,65850208256.0,0.0,0.0,0.0,0.0
